title,lat,lng,rating_overall,reviews_count,rating_accuracy,rating_cleanliness,rating_value,rating_location,nightly_price,has_rating,bedrooms,bathrooms,description_length,has_wifi,has_pool,has_pyramid_view
The second neighborhood is next to 7 behind Abu Bakr Al-Siddiq Mosque,29.95906,30.95131,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,1.0,False,3,2.0,11,False,False,False
"5 Al-Amin Ahmed Orabi Street, Mohandessin",30.069601572880977,31.20275109274129,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,893.19,False,3,2.0,115,False,False,False
Villa 8 rooms all master hotel furniture,30.063348691935325,30.94768649470908,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,632.25,False,8,12.0,22,False,True,False
Apt. 1 | 1BR by Amal Morsi Designs | Private Pool,30.018,31.4935,5.0,98.0,4.99,4.98,4.96,4.97,124.6,True,1,1.5,231,True,True,False
Frida Cairo,30.0446,31.2386,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,594.78,False,3,1.0,59,False,False,False
Unique apartment in B6 for rent,30.036051250714305,31.475107818575484,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,723.57,False,2,2.0,16,False,False,False
"Luxurious & modern 3 bedroom In Nerco 5th, Maadi",29.965057256210624,31.28171638895709,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,742.01,False,3,2.0,64,False,False,False
Penthouse 4 Bedroom Ensuite Private Pool,30.02564,31.5352,4.91,65.0,4.88,4.71,4.71,4.58,311.0,True,4,4.0,205,True,True,False
Classy Flat with private garden fully furnished,30.0696,31.4768,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,725.64,False,3,2.0,14,False,False,False
Kove Hotel Superior Suite,29.987,31.1341,4.64,11.0,4.36,4.64,4.64,4.64,130.0,True,1,1.5,77,False,False,True
Private house Sheikh Zayed Egypt,30.0496,30.96,4.93,92.0,4.97,4.92,4.79,4.99,234.17,True,3,2.0,85,False,False,False
"Zamalek, 2BD Panoramic Nile View",30.0723,31.2223,4.7,10.0,5.0,4.8,4.5,4.9,213.0,True,2,3.5,132,True,False,False
Nile Panorama Apartment,30.01970857977963,31.223529144101796,5.0,1.0,5.0,5.0,5.0,5.0,238.85,True,3,3.0,144,False,False,False
The Nile Vintage Haven,30.0537,31.2183,4.86,73.0,4.89,4.84,4.81,4.92,219.5,True,2,2.0,408,False,False,False
K Cribs • Nile View + Air Hockey • 3BR • Zamalek,30.072,31.2217,4.96,28.0,4.96,4.89,4.79,4.96,319.28,True,3,3.0,146,False,False,False
Sup. 2BDR Apt. Nile View - Prime Residence Arkadia,30.06944,31.22764,4.84,19.0,4.79,4.68,4.74,4.95,193.0,True,2,2.0,28,True,False,False
The Vintage Sunshine I Nesty Hospitality,30.0644,31.2169,4.84,45.0,4.93,4.82,4.8,4.84,185.66,True,3,2.5,385,False,False,False
The Luxury Duplex-Foreigners & Arabs Only Families,29.987,31.397,4.94,65.0,4.88,4.88,4.82,4.58,411.54,True,4,4.5,429,False,True,False
Luxury Nile View Sauna Suite – Zamalek,30.06936,31.21924,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,273.93,False,1,1.0,50,False,False,False
Narjis 7 near Mustafa Mosque,30.00591,31.4603,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,1.0,False,2,4.0,10,False,False,False
Classy 4BDR Flat by Homely in Gezirat El Arab,30.0566,31.2006,4.96,45.0,4.98,4.98,4.96,4.89,150.43,True,4,3.5,64,False,False,False
Luxury Villa Zayed Khan Family Stay,30.0275,30.9908,4.86,14.0,4.79,4.71,4.79,4.93,225.46,True,4,4.5,394,True,True,False
Duplex 2 | 4BR Private Pool by Amal Morsi Designs,30.01698,31.49317,5.0,24.0,5.0,5.0,4.92,5.0,231.6,True,4,3.0,230,True,True,False
Royal Nile Apartment,30.01769,31.22394,5.0,1.0,5.0,5.0,5.0,5.0,215.43,True,3,3.0,145,False,False,False
Retro Oasis in the heart of Downtown,30.0453,31.2378,4.92,26.0,4.96,4.96,4.96,4.88,390.06,True,3,2.0,647,True,True,False
Luxury 3BR | Prime Location in Sodic Eastown,30.01191,31.51973,4.86,7.0,4.86,5.0,4.71,4.71,205.0,True,3,2.0,122,True,False,False
V9 l 4BR Duplex by Amal Morsi Designs | Iconic,30.013321361295592,31.43908537436013,5.0,10.0,5.0,4.7,4.8,4.9,231.6,True,4,3.5,246,True,True,False
Sheikh Zayed House & Pool (Giza).,30.02583,30.98145,4.98,63.0,4.95,4.92,4.86,4.89,245.0,True,3,2.0,135,False,True,False
Boho Chic Zamalek Nileview Loft,30.05464,31.22542,4.91,128.0,4.88,4.8,4.63,4.9,193.72,True,2,2.5,83,False,False,False
Luxury Villa 5BDR W Pool@Green Revolution Sheikh Zayed,30.0587,31.0004,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,952.58,False,5,8.0,11,False,False,False
Four Seasons Nile View Apartment-4BR 4BA,30.02730926979713,31.21850275634553,5.0,1.0,5.0,5.0,4.0,5.0,276.0,True,4,4.0,87,False,False,False
Exclusive 4-BR Nilefront | Best View in Cairo,30.003120585417783,31.225922219370176,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,241.61,False,4,4.5,70,False,False,False
Relaxing Nile Views + Prime Cairo Location,30.0305,31.2169,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,285.0,False,4,3.0,65,False,False,False
Zamalek Loft |Bohemian Luxury | Nile view,30.067220257713192,31.21562393565684,5.0,28.0,5.0,4.93,4.89,4.96,200.21,True,3,2.5,75,False,False,False
"Uphill villa, El Sheikh Zayed Palm Hills district",30.0105,31.017,5.0,49.0,5.0,4.92,4.98,4.94,256.07,True,5,5.0,253,False,False,False
Zamalek Nile view luxury 5BR,30.0697998015918,31.220949739881675,4.8,15.0,4.87,4.67,4.87,4.93,220.05,True,5,3.0,14,False,False,False
Luxury Villa in Madinaty,30.0828,31.6349,4.97,33.0,5.0,4.94,5.0,4.94,215.43,True,4,4.0,75,False,False,False
Luxury Nile View • 2 Master Bedrooms • High Floor,30.0176,31.2227,5.0,3.0,5.0,5.0,5.0,5.0,184.11,True,2,3.0,163,False,False,False
Luxury Nile View Gem | Direct River View,30.0169,31.2178,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,228.24,False,3,2.0,69,False,False,False
"sunny, spacious, clean room in maadi, cairo..",29.95084,31.26303,4.98,498.0,4.98,4.93,4.96,4.95,51.28,True,3,1.0,242,True,True,False
VESTA  - Luxury APT - 2BR - Merghany,30.0848,31.3314,4.87,78.0,4.88,4.92,4.76,4.92,93.6,True,2,2.0,286,True,False,False
Esfera Celeste. Unique Luxury Dome w/pyramids view,29.9856,31.1442,4.82,51.0,4.78,4.55,4.75,4.59,101.86,True,3,1.0,425,True,True,False
Capital Grand Princes Suite,29.984569055176376,31.143665808139485,4.87,30.0,4.93,4.97,4.9,4.53,56.03,True,1,1.0,666,True,False,False
Brassbell l Downtown l Kasr Studio,30.04715809215746,31.239356397574056,4.84,43.0,4.72,4.84,4.79,4.77,73.5,True,0,1.0,66,True,False,False
Great Pyramids View Studio & Jacuzzii,29.976757876310405,31.142884068623044,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,73.88,False,1,1.0,100,False,True,False
Zamalek Apartment,30.0701,31.2219,4.93,42.0,4.95,4.93,4.93,4.9,92.5,True,2,1.0,99,False,False,False
Furnished apartment for rent,29.91995,30.90018,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,596.75,False,3,2.0,70,False,False,True
Isis Gate Double Suite | Dream Inn Pyramids View,29.98693,31.13542,5.0,2.0,5.0,5.0,5.0,5.0,35.13,True,1,1.0,168,False,False,True
Historic Boutique Apartment in Downtown Cairo,30.04165,31.24171,4.86,144.0,4.83,4.79,4.74,4.77,87.8,True,2,1.0,581,True,False,False
Floating 3BR Luxury Apartment | Maadi Nile View,29.973946748968604,31.234116828961085,5.0,14.0,5.0,4.71,4.86,4.93,163.62,True,3,1.5,300,True,False,False
Luxury Penthouse + 160m² Rooftop,30.10078,31.37848,4.98,57.0,4.98,4.77,4.95,4.95,111.0,True,2,2.0,356,True,False,False
"Furnished apartment 2 bathrooms, 2 halls, and 2 rooms",30.00057,31.17978,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,585.41,False,3,2.0,6,False,False,False
The Ever Flowing /Zamalek Nile Loft,30.05436,31.21888,4.91,64.0,4.91,4.89,4.81,4.88,190.0,True,2,1.5,139,False,False,False
The Zamalek Skyline w/ Nile View,30.06862063703128,31.22134874317569,4.98,50.0,4.94,5.0,4.84,5.0,264.96,True,2,1.5,77,False,False,False
Eclectic Oasis in the Heart of Downtown Cairo,30.04699,31.24143,4.97,420.0,4.97,4.94,4.9,4.91,140.5,True,2,1.0,178,False,False,False
A room with pyramid view in horse farm,29.96767181974939,31.143030661865136,4.99,71.0,4.94,4.92,4.96,4.8,36.29,True,3,1.0,1163,True,False,True
Cosy Boho at DownTown,30.039193465959837,31.236287121124903,5.0,2.0,5.0,5.0,5.0,5.0,681.99,True,4,1.0,12,False,False,False
Fully furnished luxury apartment in the complex,30.07252,31.28131,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,587.75,False,3,1.0,8,False,False,False
Roof of Comfort & Calm in Maadi,29.9608,31.2511,4.96,112.0,4.97,4.91,4.98,4.86,40.98,True,1,1.0,206,False,False,False
Best View in Town |Suite at JW Marriott Residences,30.03572,31.47693,5.0,13.0,4.85,5.0,4.92,4.77,103.6,True,1,1.5,52,False,True,False
The Great Pyramid view Khan D,29.9902,31.1309,4.75,12.0,4.75,4.5,4.75,4.75,115.7,True,2,1.0,259,True,False,False
Unknown,30.0499,31.2169,5.0,5.0,4.8,5.0,5.0,5.0,117.08,True,1,1.0,1,False,False,False
Beyond The Greens/ Nile View Zamalek Loft,30.05489,31.21777,4.93,43.0,4.91,4.95,4.65,4.95,188.0,True,2,1.5,74,False,False,False
Unknown,30.00829,31.41325,5.0,2.0,5.0,5.0,5.0,5.0,136.4,True,1,2.0,1,False,False,False
Besides Hilton Nile View studio ES5,30.05063651120714,31.230297231948374,5.0,17.0,5.0,4.65,5.0,5.0,105.8,True,1,1.0,77,True,False,False
"WG Luxury+Garden near 5A, Cairo Festival Mall/215",29.9844,31.392,4.89,27.0,5.0,4.93,4.89,4.56,121.0,True,3,1.0,62,False,False,False
Elegant Apartment in Zamalek,30.0591,31.2227,4.94,33.0,4.88,4.82,4.88,4.97,117.08,True,2,2.0,135,False,False,False
Panoramic Nile & Pyramids View 4BR – Maadi,29.97313971588404,31.23473561106059,5.0,4.0,5.0,4.75,5.0,5.0,227.14,True,4,3.0,64,False,False,False
Jacuzzi 2BDR By The Historic Pyramids (Apt.6),29.97957,31.14812,4.9,77.0,4.94,4.79,4.88,4.61,111.0,True,2,2.0,254,True,True,False
Marvelous Serviced Apartment in Heart of Cairo,30.05552,31.20103,5.0,2.0,5.0,5.0,5.0,5.0,110.2,True,3,3.5,267,True,False,False
'1611' Newly Furnished 2BR by Haven - Central,30.06122,31.22141,5.0,4.0,5.0,5.0,5.0,5.0,110.0,True,3,1.0,135,False,False,False
Brassbell l Zamalek l About Kolthoom 2BR Nile View,30.064996450016874,31.21644155813671,4.78,23.0,4.7,4.65,4.74,4.83,266.0,True,3,1.0,54,False,False,False
"Nawafiz, Nile view two bedroom apartment",30.05233,31.23151,4.7,23.0,4.7,4.65,4.61,4.7,179.29,True,2,1.0,17,False,False,False
Unknown,30.057209107909067,31.21884231087357,4.91,22.0,5.0,5.0,4.91,4.95,217.0,True,3,3.0,1,False,False,False
Jacuzzi Studio By The Historic Pyramids (Apt.1),29.97889,31.14515,5.0,11.0,4.91,4.73,5.0,4.64,114.4,True,1,1.0,250,True,True,False
"Wujoud, Nile View — 5 Bedroom Apartment",30.05312,31.22957,4.74,19.0,4.79,4.68,4.74,4.47,443.63,True,5,3.0,81,False,False,False
Luxury 3-bedroom hotel apartment with Nile River view,29.989,31.2293,5.0,1.0,5.0,5.0,5.0,5.0,350.0,True,3,4.0,63,False,False,True
Private apartment & heated pool,30.00933,31.41527,5.0,23.0,5.0,5.0,4.96,5.0,270.46,True,2,2.5,75,True,True,False
Ancient Pyramids View Retreat with Jacuzzi 806,29.9788,31.1468,4.53,32.0,4.66,4.16,4.19,4.47,99.52,True,0,1.0,456,True,False,False
Vintage 2BR Apt in Downtown - Mint 69,30.0491,31.2434,4.95,120.0,4.95,4.8,4.88,4.93,87.81,True,2,2.0,203,True,False,False
Huge 5BR Zamalek Duplex • 11 Beds • Central Area,30.06404,31.22066,4.88,17.0,4.94,4.59,4.76,4.94,297.4,True,5,5.5,165,False,False,False
Nilefront Cozy Escape • River & Skyline Views,30.0253,31.2166,4.96,24.0,5.0,5.0,4.96,4.92,227.33,True,2,2.0,34,False,False,False
One Gate Pyramids View Inn,29.9773,31.1325,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,352.36,False,2,1.0,59,False,True,True
Unknown,30.05055,31.23181,5.0,2.0,5.0,5.0,5.0,5.0,32.78,True,1,1.0,1,False,False,False
Designer Villa 5th Settlement,29.987953996756097,31.41908124781676,5.0,4.0,5.0,5.0,5.0,5.0,247.51,True,4,3.0,51,True,False,False
Madinaty villa fully furnished for rent,30.01566562310721,31.543101070795625,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,821.58,False,4,4.0,6,False,False,False
Palace for rent in Marina Egypt,30.0688,31.2056,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,1.0,False,6,5.0,9,False,False,False
Fancy pyramids | Pyramids & Gem View,29.99199,31.12902,4.93,73.0,4.96,4.82,4.9,4.63,262.0,True,4,3.0,263,False,False,False
"Maadi, Maadi City, Carrefour",29.9827,31.3158,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,952.52,False,3,2.0,40,False,False,False
Huge Nile View Apartment | Ideal for big groups,30.01706899003163,31.22179830025527,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,380.0,False,6,4.0,53,False,False,False
Pyramids Oasis Suite 201,29.98801,31.1403,4.79,33.0,4.85,4.79,4.88,4.76,57.14,True,1,1.0,80,False,False,False
Unknown,30.1089436698344,31.372169756826963,5.0,3.0,5.0,5.0,5.0,5.0,54.0,True,1,1.0,1,False,False,False
grey l studio apartments DT CAI Bidair House,30.05022,31.23968,4.96,25.0,4.96,4.96,4.92,4.92,57.0,True,1,1.0,55,False,False,False
Aura Pyramids 803 (Breakfast Included),29.975,31.1495,5.0,2.0,5.0,5.0,5.0,4.0,54.56,True,1,1.0,59,False,False,False
Jacuzzi Studio By The Historic Pyramids (Apt. 2),29.977810141757967,31.147112554291898,4.68,25.0,4.88,4.64,4.56,4.56,111.0,True,1,1.0,243,True,True,True
Pyramids view apartment,29.9791,31.1461,5.0,4.0,5.0,4.25,5.0,5.0,50.2,True,1,1.0,28,False,False,True
The green khan Grand museum pyramids view,29.99061,31.12978,5.0,19.0,5.0,4.95,4.89,4.84,54.3,True,1,1.0,300,False,False,False
Cozy & Co.,30.027,31.4215,5.0,2.0,5.0,5.0,5.0,5.0,36.06,True,1,1.0,69,True,False,False
Sunny studio in zamalek 1003,30.06318,31.22057,4.96,23.0,4.87,4.83,4.96,4.96,59.71,True,1,1.0,78,False,True,False
Quaint and cozy Apartment in the Heart of zayed,29.9545,31.275,5.0,2.0,5.0,5.0,5.0,5.0,1.0,True,3,2.0,162,False,False,False
Madinaty B15,30.00633663173913,31.44449417742611,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,561.99,False,2,2.0,15,False,False,False
Stylish 2BR Retreat-Private Patio-Hotel Comfort”,30.04716872121396,30.989211882192656,5.0,1.0,5.0,5.0,5.0,3.0,46.0,True,2,1.0,131,True,False,False
"Azure 203 Studio | Pool, Garden & Roof - New Cairo",30.0533,31.4193,4.93,27.0,5.0,4.93,4.89,4.78,34.3,True,1,1.0,206,True,True,False
First Site OF Pyramids View 2 Beds & Jacuzzi,29.9786,31.14457,4.91,22.0,4.82,4.68,4.95,4.73,49.18,True,1,1.0,221,True,True,True
Amazing pyramids view,29.97785,31.14671,4.89,173.0,4.89,4.69,4.84,4.64,47.43,True,1,1.0,11,False,False,True
First Row to Pyramids Studio,29.9847,31.1389,4.94,197.0,4.96,4.91,4.89,4.86,80.08,True,1,1.0,152,True,False,True
Pyramids Moon View Studio With Jacuzzi,29.9756,31.1437,5.0,1.0,5.0,4.0,5.0,5.0,104.2,True,1,1.0,100,False,True,False
Spacious Modern Apartmant- Trendy,29.95586,31.26433,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,384.7,False,3,2.5,42,False,False,False
Apartment for rent families only,29.96743,30.96237,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,585.41,False,3,2.0,13,False,False,False
Artistic Leaf Retreat | Bathtub & Pyramids View,29.9768,31.142,4.73,26.0,4.85,4.65,4.65,4.77,76.78,True,1,1.0,371,True,True,True
"Furnished apartment for rent in Madinaty B7, modern and ready furniture",30.08755846536585,31.64942932908673,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,1.0,False,2,2.0,35,False,False,False
Cozy well furnished studio,29.98273,30.93216,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,1.0,False,3,1.0,24,False,False,False
Unknown,30.0381299209765,31.23454128304061,4.96,54.0,4.94,5.0,4.94,4.93,23.42,True,3,1.0,1,False,False,False
Vintage Loft StudioGarden & Pool View Retreat 1014,30.06233,31.22195,4.82,28.0,4.71,4.79,4.86,4.86,45.0,True,1,1.0,69,False,True,False
Highest Jacuzzi By Pyramids View & RoofTop Access,29.97746873069671,31.14691388922662,4.67,45.0,4.73,4.53,4.71,4.71,57.84,True,1,1.0,266,True,True,True
Pyramids Jacuzzi View & Rooftop access & Breakfast,29.97593,31.14405,4.85,102.0,4.82,4.73,4.82,4.71,42.0,True,1,1.0,281,False,True,True
"15th floor, Zamalek 2Bdr Apartment",30.0672,31.2214,4.62,26.0,4.73,4.62,4.65,4.85,203.0,True,2,2.0,69,False,False,False
Palm Dreams Khan: Pyramids view,29.99117753961881,31.139868738496386,4.97,34.0,5.0,4.94,4.91,4.88,114.6,True,2,2.0,267,False,True,True
Tales of the Nile/Panoramic Nile View Zamalek Loft,30.0539,31.2182,4.88,103.0,4.85,4.87,4.86,4.95,165.0,True,2,2.0,154,False,False,False
Brassbell Giza Studio Nile View Near Saudi Emb,30.03072,31.21659,4.82,97.0,4.76,4.7,4.65,4.76,95.5,True,1,1.0,64,False,False,False
Owner of the Pyramids,29.984615277153143,31.149787259100385,4.83,65.0,4.82,4.72,4.82,4.52,58.54,True,3,1.0,61,False,False,False
Anuket Queen of the Nile Escape,30.069,31.2218,4.94,51.0,4.98,4.94,4.71,4.92,325.29,True,4,2.5,200,False,False,False
Twin house,29.9543,31.5382,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,492.86,False,4,3.5,11,False,False,False
K Cribs • Nile View • 3BR • Zamalek,30.0713,31.2219,4.96,25.0,4.96,4.84,4.72,4.96,237.88,True,3,1.5,187,False,False,False
Amazing villa in new Cairo,30.03388,31.49902,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,807.87,False,4,4.0,14,False,False,False
Unknown,29.97908,31.14678,4.78,166.0,4.8,4.78,4.69,4.48,93.43,True,1,1.0,1,False,False,False
Jacuzzi Pharaoh's Pyramids View,29.9818,31.1471,4.92,77.0,4.94,4.9,4.9,4.69,119.42,True,3,1.5,131,False,False,False
Luxury Studio with Bathtub | Near City Stars,30.06623,31.35185,4.94,17.0,4.88,4.94,4.94,4.94,64.39,True,1,1.0,68,True,False,False
Brassbell l Zamalek l About Kolthoom 2BR Nile View,30.06412,31.21511,4.74,65.0,4.72,4.58,4.43,4.74,293.5,True,2,3.0,54,False,False,False
Hidden Gem (#49) 22 by Spacey in Maadi Cairo,29.95646,31.25283,4.96,27.0,4.96,4.96,4.89,4.74,50.0,True,1,1.0,266,True,True,False
Spacious Apartment for big Groups with Nile View,30.0278,31.2243,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,312.0,False,3,4.0,80,False,False,False
Family super luxury apartment,30.0748,31.346,5.0,14.0,5.0,4.93,5.0,5.0,237.21,True,3,2.0,144,False,False,False
Unknown,29.9541,31.1565,5.0,3.0,5.0,5.0,5.0,5.0,23.43,True,1,1.0,1,False,False,False
Comfy Room Downtown,30.03506598072826,31.24077211643333,5.0,5.0,5.0,5.0,5.0,5.0,19.9,True,1,1.0,87,False,False,False
Unknown,30.05236,31.24124,4.85,196.0,4.84,4.84,4.85,4.84,40.5,True,0,1.0,1,False,False,False
Full Pyramids View with Jacuzzi,29.977144443561983,31.14515424649684,4.43,7.0,4.43,4.57,4.71,4.43,51.08,True,1,1.0,66,False,True,True
Brassbell Zamalek Taha Hussein – Central Studio,30.06332,31.22088,4.62,330.0,4.65,4.71,4.57,4.51,40.5,True,1,1.0,146,True,False,False
deluxe king suite with pyramids view,29.97322,31.14311,5.0,1.0,5.0,5.0,5.0,5.0,300.0,True,1,1.0,19,False,False,False
EZ Residence - Rooftop Apt. overlooking the Nile,30.0514,31.2158,4.95,245.0,4.93,4.93,4.88,4.75,70.48,True,1,1.0,51,False,False,False
The White Pent - Palm Hills I Nesty Hospitality,30.011,31.496,5.0,10.0,4.9,4.6,5.0,4.8,82.68,True,2,2.5,366,False,True,False
Private Spacious Loft 1BR with Terrace in NewCairo,30.00478,31.40556,4.96,211.0,4.96,4.93,4.85,4.93,68.24,True,1,1.0,89,False,False,False
Unknown,29.98801,31.23093,4.57,14.0,4.71,4.79,4.71,4.86,189.0,True,4,3.0,1,False,False,False
Artistic Home with Pyramids View,29.97575,31.14192,4.72,89.0,4.74,4.65,4.67,4.64,87.11,True,1,1.0,204,True,True,False
Twin Room with Balcony & Partial Pyramid View,29.980742074284223,31.14134624702536,4.94,16.0,4.88,4.81,4.88,4.63,22.25,True,1,1.0,225,False,False,True
EZ Residence - Superior Rooftop Studio,30.05065,31.21651,4.99,94.0,4.97,4.97,4.93,4.78,82.9,True,1,1.0,39,False,False,False
Brassbell Zamalek Daoud Studio w/ shared garden 2,30.06232,31.22221,4.89,99.0,4.9,4.86,4.86,4.93,62.5,True,1,1.0,101,False,False,False
Brassbell Zamalek Daoud Studio w/ shared garden 7,30.06324,31.22022,5.0,29.0,4.97,4.9,4.76,5.0,57.0,True,1,1.0,100,False,False,False
The 2 BDR Pyramids Pictorial Place in Giza,29.99024,31.1353,4.79,71.0,4.94,4.85,4.82,4.56,78.8,True,2,1.0,324,True,False,False
Tropical Apt | 10 Min Airport,30.1087,31.3309,5.0,34.0,4.85,4.71,4.82,4.79,40.0,True,1,1.0,71,True,False,False
Zayed Mansion - Indoor Pool Villa,30.02964600370593,31.0086636470326,5.0,5.0,5.0,5.0,4.8,5.0,264.0,True,3,4.0,96,True,True,False
Luxury Pyramids View Apartment,29.99,31.1413,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,79.57,False,2,1.0,69,False,False,False
Grand Family Suite,29.98518,31.1423,5.0,23.0,5.0,5.0,5.0,4.91,66.74,True,2,1.0,118,False,False,True
Jacuzzi Studio By The Historic Pyramids (Apt.5),29.97952,31.14857,4.84,83.0,4.89,4.71,4.8,4.6,91.0,True,1,1.0,253,True,True,False
W suites (2),30.059253232287944,30.96013616847418,4.87,52.0,4.96,4.87,4.69,4.79,79.62,True,1,1.0,91,False,False,False
StayBee -Artists Gateway Room Nile View Downtown,30.05121,31.23544,4.93,28.0,4.96,5.0,4.96,4.86,69.27,True,1,1.0,218,True,False,False
1BR Massage jacuzzi studio 5minCairport self check,30.1054,31.3722,4.86,43.0,4.84,4.77,4.72,4.74,65.75,True,1,1.0,431,True,True,False
K Cribs • Balcony + Nile Glimpse • 2BR • Zamalek,30.06721,31.21722,5.0,1.0,5.0,5.0,5.0,5.0,134.4,True,2,1.0,117,True,False,False
grey l studio apartments DT CAI Bidair House 3011,30.04926,31.24121,4.81,32.0,4.78,4.84,4.91,4.88,68.0,True,1,1.0,11,False,False,False
"Deluxe Studio. Spacious, Prime Location & bathtub",30.039739064640283,31.236462587964844,4.96,68.0,4.99,5.0,4.91,4.76,83.46,True,1,1.0,315,False,False,False
High Ceiling Sulaiman khan Downtown 7 Balconies,30.05571,31.24057,4.78,98.0,4.84,4.83,4.77,4.61,170.88,True,3,2.0,370,False,False,False
Zahir - 401,30.0498,31.2088,5.0,1.0,5.0,5.0,5.0,5.0,117.08,True,3,3.0,14,False,False,False
Hi Pyramids,29.97795,31.14514,4.96,366.0,4.96,4.93,4.92,4.85,118.72,True,3,1.0,204,True,False,True
Noya By Dhara Hotels,30.0041,31.1073,5.0,14.0,5.0,5.0,5.0,4.93,116.23,True,1,1.0,63,False,False,False
Direct Pyramids & Sphinx View with Private Bathtub,29.9727,31.1456,5.0,1.0,5.0,5.0,5.0,5.0,79.57,True,2,1.0,127,False,False,True
Pyramids View Room • places,29.98156,31.13852,4.76,25.0,4.8,4.72,4.76,4.4,67.0,True,1,1.0,55,False,False,True
Bright cozy apartment in the heart of Zamalek,30.06414,31.21954,4.93,243.0,4.92,4.9,4.84,4.91,114.27,True,2,1.0,109,True,False,False
AB L603 std,30.04252,31.21984,4.9,111.0,4.92,4.9,4.79,4.87,41.0,True,0,1.0,263,False,False,False
Downtown View,30.047,31.2412,5.0,11.0,5.0,4.91,5.0,5.0,98.15,True,2,1.0,72,False,False,False
Elegant Apartment with Nile view,29.95683335092507,31.252497646207743,5.0,14.0,4.93,4.86,4.79,4.79,231.82,True,2,2.0,10,False,False,False
Cairo Homes Manial | Direct Nile Studio / Balcony,30.01949825227495,31.22473955876248,5.0,1.0,5.0,5.0,5.0,5.0,62.52,True,1,1.0,78,True,False,False
Lotus room ‘House of Kheops’,29.9809,31.1401,4.79,14.0,4.86,4.79,4.57,4.5,236.79,True,3,1.0,459,False,True,False
Unknown,30.0575,31.2195,5.0,1.0,5.0,5.0,5.0,5.0,233.0,True,3,2.5,1,False,False,False
The Great Pyramid Duo Khan,29.9903,31.1309,4.73,11.0,4.55,4.55,4.82,4.82,122.54,True,2,1.0,304,True,False,False
Spacious Modern Baron Palace 4 BD Garden Duplex,30.0855,31.3303,4.95,37.0,4.95,4.89,4.89,4.92,278.09,True,4,4.0,96,False,False,False
Oud Studio at Number FIVE Zamalek Cairo,30.0646,31.21627,4.98,53.0,4.94,4.96,4.91,4.96,117.08,True,1,1.0,160,True,False,False
K Cribs • Panoramic Nile View • 3BR • Zamalek,30.0654,31.2158,4.84,44.0,4.82,4.75,4.7,4.82,233.69,True,3,2.0,170,False,False,False
Direct Nile View | Luxury Apt | Private Balcony,30.0306,31.2167,4.8925321888412014,0.0,4.880128755364806,4.831845493562232,4.815214592274679,4.830793991416309,284.17,False,4,3.0,106,False,False,False
